business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,Neighborhoods (old),Police Districts,Supervisor Districts,Fire Prevention Districts,Zip Codes,Analysis Neighborhoods
3623,CHAVA'S,2839 MISSION St,San Francisco,CA,94110,37.751554,-122.418376,"{'type': 'Point', 'coordinates': [-122.418376, 37.751554]}",+14155280283,3623_20170914,2017-09-14T00:00:00.000,81,Routine - Unscheduled,3623_20170914_103142,Unclean nonfood contact surfaces,Low Risk,19,4,7,2,28859,20
91525,Swirl on Castro,572 Castro St,San Francisco,CA,94114,,,,,91525_20170605,2017-06-05T00:00:00.000,,Non-inspection site visit,,,,,,,,,
62632,Live Sushi Bistro,1 Gilbert St,San Francisco,CA,94103,37.774759,-122.404133,"{'type': 'Point', 'coordinates': [-122.404133, 37.774759]}",,62632_20180123,2018-01-23T00:00:00.000,78,Routine - Unscheduled,62632_20180123_103114,High risk vermin infestation,High Risk,34,2,9,14,28853,34
247,Toy Boat Dessert Cafe,401 Clement St,San Francisco,CA,94118,37.782953,-122.46351,"{'type': 'Point', 'coordinates': [-122.46351, 37.782953]}",,247_20161114,2016-11-14T00:00:00.000,86,Routine - Unscheduled,247_20161114_103154,Unclean or degraded floors walls or ceilings,Low Risk,11,6,2,11,54,11
89070,Lafayette Coffee Shop,611 Larkin St,San Francisco,CA,94109,,,,+14155444884,89070_20180108,2018-01-08T00:00:00.000,67,Routine - Unscheduled,89070_20180108_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
1970,MICADO  RESTAURANT,2126 IRVING St,San Francisco,CA,94122,37.763468,-122.480646,"{'type': 'Point', 'coordinates': [-122.480646, 37.763468]}",,1970_20171121,2017-11-21T00:00:00.000,88,Routine - Unscheduled,1970_20171121_103133,Foods not protected from contamination,Moderate Risk,35,8,3,1,56,35
33935,Avedano's,235 Cortland Ave.,San Francisco,CA,94110,37.739466,-122.41895,"{'type': 'Point', 'coordinates': [-122.41895, 37.739466]}",,33935_20170323,2017-03-23T00:00:00.000,90,Routine - Unscheduled,33935_20170323_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,2,7,7,2,28859,2
3736,SAFEWAY #2646,735 07th Ave,San Francisco,CA,94118,37.774758,-122.464955,"{'type': 'Point', 'coordinates': [-122.464955, 37.774758]}",,3736_20190207,2019-02-07T00:00:00.000,98,Routine - Unscheduled,3736_20190207_103144,Unapproved or unmaintained equipment or utensils,Low Risk,11,6,2,11,54,11
272,ON THE BRIDGE,1581 Webster St #206,San Francisco,CA,94115,37.785227,-122.431472,"{'type': 'Point', 'coordinates': [-122.431472, 37.785227]}",+14155927765,272_20180611,2018-06-11T00:00:00.000,,Reinspection/Followup,,,,13,9,11,13,29490,15
2110,A La Turca,869 Geary St,San Francisco,CA,94109,37.786143,-122.417617,"{'type': 'Point', 'coordinates': [-122.417617, 37.786143]}",,2110_20180724,2018-07-24T00:00:00.000,90,Routine - Unscheduled,2110_20180724_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,36,1,9,13,28858,36
68070,Per Diem,564 Market St #140,San Francisco,CA,94104,37.789575,-122.401091,"{'type': 'Point', 'coordinates': [-122.401091, 37.789575]}",,68070_20161102,2016-11-02T00:00:00.000,89,Routine - Unscheduled,68070_20161102_103103,High risk food holding temperature,High Risk,6,2,10,4,28854,8
80669,Al's Place,1499 Valencia St,San Francisco,CA,94110,,,,+14155605186,80669_20170816,2017-08-16T00:00:00.000,86,Routine - Unscheduled,80669_20170816_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
25777,Church Street Cafe,260 Church St,San Francisco,CA,94114,37.766357,-122.428864,"{'type': 'Point', 'coordinates': [-122.428864, 37.766357]}",,25777_20181126,2018-11-26T00:00:00.000,100,Routine - Unscheduled,,,,3,4,5,8,28862,5
65852,Al's Super Cafe,3286 MISSION St,San Francisco,CA,94110,37.744324,-122.420831,"{'type': 'Point', 'coordinates': [-122.420831, 37.744324]}",,65852_20170721,2017-07-21T00:00:00.000,88,Routine - Unscheduled,65852_20170721_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,2,7,7,2,28859,2
90878,Jiffy Dog,2175 Market St (N),San Francisco,CA,94114,,,,+14155604012,90878_20171109,2017-11-09T00:00:00.000,92,Routine - Unscheduled,90878_20171109_103157,Food safety certificate or food handler card not available,Low Risk,,,,,,
2008,Hook a Cook,Pier 39  Building B  Space 1-3,San Francisco,CA,94133,37.786766,-122.461545,"{'type': 'Point', 'coordinates': [-122.461545, 37.786766]}",+14155217717,2008_20181009,2018-10-09T00:00:00.000,90,Routine - Unscheduled,2008_20181009_103131,Moderate risk vermin infestation,Moderate Risk,11,6,1,11,54,11
7241,CHEVRON #1712,1790 LOMBARD St,San Francisco,CA,94123,37.800538,-122.430864,"{'type': 'Point', 'coordinates': [-122.430864, 37.800538]}",,7241_20170830,2017-08-30T00:00:00.000,96,Routine - Unscheduled,7241_20170830_103157,Food safety certificate or food handler card not available,Low Risk,17,9,1,13,57,13
20116,Sushi Zen,1041 Taraval St,San Francisco,CA,94116,37.742933,-122.47745,"{'type': 'Point', 'coordinates': [-122.47745, 37.742933]}",,20116_20190523,2019-05-23T00:00:00.000,90,Routine - Unscheduled,20116_20190523_103154,Unclean or degraded floors walls or ceilings,Low Risk,35,8,3,1,29491,35
82333,Kinjo,2206 Polk St,San Francisco,CA,,,,,,82333_20161216,2016-12-16T00:00:00.000,,New Ownership,,,,,,,,,
93888,505 Pinterest Dining Garage Level Kitchen and 2nd Floor Staging,505 Brannan St Garage Level,San Francisco,CA,94105,,,,,93888_20180119,2018-01-19T00:00:00.000,,New Construction,,,,,,,,,
86172,Hall of Flame Burgers,73 Cambon St,San Francisco,CA,94132,,,,+14155584444,86172_20170331,2017-03-31T00:00:00.000,96,Routine - Unscheduled,86172_20170331_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
6003,JOSEPH LEE RECREATION CENTER,1395 MENDELL St,San Francisco,CA,94124,37.735232,-122.389694,"{'type': 'Point', 'coordinates': [-122.389694, 37.735232]}",+14155829040,6003_20180814,2018-08-14T00:00:00.000,89,Routine - Unscheduled,6003_20180814_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,1,3,8,10,58,1
4209,Ritz-Carlton SF - Bakery,600 Stockton St 2nd Floor,San Francisco,CA,94108,37.791367,-122.407257,"{'type': 'Point', 'coordinates': [-122.407257, 37.791367]}",,4209_20180425,2018-04-25T00:00:00.000,100,Routine - Unscheduled,,,,6,1,10,5,28857,8
5888,Bryant Elementary School,2641 25th St,San Francisco,CA,94110,37.751776,-122.404626,"{'type': 'Point', 'coordinates': [-122.404626, 37.751776]}",+14155695875,5888_20170208,2017-02-08T00:00:00.000,100,Routine - Unscheduled,,,,19,4,8,10,28859,20
62900,Curbside Cafe,2417 CALIFORNIA St,San Francisco,CA,94115,37.788822,-122.434116,"{'type': 'Point', 'coordinates': [-122.434116, 37.788822]}",,62900_20161017,2016-10-17T00:00:00.000,83,Routine - Unscheduled,62900_20161017_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,27,9,1,13,29490,30
79427,Brisas De Vallarta,4697 Mission St,San Francisco,CA,94112,,,,,79427_20170504,2017-05-04T00:00:00.000,85,Routine - Unscheduled,79427_20170504_103133,Foods not protected from contamination,Moderate Risk,,,,,,
5819,MIRALOMA ELEMENTARY SCHOOL,175 OMAR Way,San Francisco,CA,94127,37.739266,-122.450227,"{'type': 'Point', 'coordinates': [-122.450227, 37.739266]}",+14155464734,5819_20180227,2018-02-27T00:00:00.000,100,Routine - Unscheduled,,,,40,7,4,9,59,41
68089,Burger King 5830,245 BAYSHORE Blvd,San Francisco,CA,94124,37.744062,-122.404475,"{'type': 'Point', 'coordinates': [-122.404475, 37.744062]}",,68089_20170803,2017-08-03T00:00:00.000,88,Routine - Unscheduled,68089_20170803_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,1,3,7,10,58,1
4782,CANTON DIM SUM HOUSE,655 Folsom St,San Francisco,CA,94107,37.784557,-122.397932,"{'type': 'Point', 'coordinates': [-122.397932, 37.784557]}",,4782_20180212,2018-02-12T00:00:00.000,,Reinspection/Followup,,,,6,2,9,6,28856,8
82324,Chisme Cantina,882 Sutter St,San Francisco,CA,94109,,,,,82324_20170718,2017-07-18T00:00:00.000,,New Construction,,,,,,,,,
615,J & A RESTAURANT,5712 MISSION St,San Francisco,CA,94112,37.709857,-122.449709,"{'type': 'Point', 'coordinates': [-122.449709, 37.709857]}",+14155336688,615_20190109,2019-01-09T00:00:00.000,89,Routine - Unscheduled,615_20190109_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,25,7,6,9,28861,28
80592,Chapel Hill Coffee LLC,670 B Commercial St,San Francisco,CA,94111,,,,+14155948119,80592_20170110,2017-01-10T00:00:00.000,96,Routine - Unscheduled,80592_20170110_103157,Food safety certificate or food handler card not available,Low Risk,,,,,,
69324,Las Brisas,3137 MISSION St,San Francisco,CA,94110,37.747173,-122.418804,"{'type': 'Point', 'coordinates': [-122.418804, 37.747173]}",,69324_20161025,2016-10-25T00:00:00.000,88,Routine - Unscheduled,69324_20161025_103154,Unclean or degraded floors walls or ceilings,Low Risk,2,7,7,2,28859,2
65834,Roma Pizzeria,5099 MISSION St,San Francisco,CA,94112,37.717423,-122.440265,"{'type': 'Point', 'coordinates': [-122.440265, 37.717423]}",,65834_20170525,2017-05-25T00:00:00.000,,Reinspection/Followup,,,,5,7,6,9,28861,7
39708,Perry's Embarcadero,155 STEUART St,San Francisco,CA,94105,37.792663,-122.392403,"{'type': 'Point', 'coordinates': [-122.392403, 37.792663]}",,39708_20190116,2019-01-16T00:00:00.000,81,Routine - Unscheduled,39708_20190116_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,6,2,9,12,28855,8
37792,Auntie Anne's Pretzels,845 Market St Space 201,San Francisco,CA,94103,37.784848,-122.406892,"{'type': 'Point', 'coordinates': [-122.406892, 37.784848]}",+14155371098,37792_20190204,2019-02-04T00:00:00.000,96,Routine - Unscheduled,37792_20190204_103154,Unclean or degraded floors walls or ceilings,Low Risk,34,2,9,12,28853,34
78501,Cobbs Comedy Club,915 Columbus St,San Francisco,CA,94133,,,,,78501_20171005,2017-10-05T00:00:00.000,,Complaint,,,,,,,,,
557,TASTEBUDS,600 05th Ave,San Francisco,CA,94118,37.77721,-122.462874,"{'type': 'Point', 'coordinates': [-122.462874, 37.77721]}",+14155669292,557_20171018,2017-10-18T00:00:00.000,76,Routine - Unscheduled,557_20171018_103102,Unclean hands or improper use of gloves,High Risk,11,6,2,11,54,11
74993,Tenroku Sushi,1825 Post St #215,San Francisco,CA,94115,,,,,74993_20170726,2017-07-26T00:00:00.000,,New Construction,,,,,,,,,
2601,Last Drop Tavern,550 3 St,San Francisco,CA,94108,37.789883,-122.408666,"{'type': 'Point', 'coordinates': [-122.408666, 37.789883]}",,2601_20190118,2019-01-18T00:00:00.000,79,Routine - Unscheduled,2601_20190118_103132,Improper thawing methods,Moderate Risk,6,1,10,5,28857,8
82009,Chai Bar By David Rio,1019 Market St,San Francisco,CA,94103,,,,,82009_20171030,2017-10-30T00:00:00.000,96,Routine - Unscheduled,82009_20171030_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
69115,Hahn's Hibachi,1710 Polk St,San Francisco,CA,94109,37.792577,-122.421056,"{'type': 'Point', 'coordinates': [-122.421056, 37.792577]}",,69115_20170913,2017-09-13T00:00:00.000,83,Routine - Unscheduled,69115_20170913_103139,Improper food storage,Low Risk,32,9,10,13,28858,32
75604,Rincon Latino,5080 Mission St,San Francisco,CA,94112,,,,,75604_20170620,2017-06-20T00:00:00.000,90,Routine - Unscheduled,75604_20170620_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,,,,,,
69486,Tsing's Chinese Restaurant,361 WEST PORTAL Ave,San Francisco,CA,94127,,,,+14155817297,69486_20171107,2017-11-07T00:00:00.000,64,Routine - Unscheduled,69486_20171107_103132,Improper thawing methods,Moderate Risk,,,,,,
86647,Da Cafe,407 Clement St,San Francisco,CA,94118,,,,,86647_20170517,2017-05-17T00:00:00.000,72,Routine - Unscheduled,86647_20170517_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,,,,,,
68079,Philz Coffee,4298 24th St,San Francisco,CA,94114,37.751058,-122.438272,"{'type': 'Point', 'coordinates': [-122.438272, 37.751058]}",,68079_20170905,2017-09-05T00:00:00.000,,Reinspection/Followup,,,,22,4,5,2,28862,22
3392,FAMILY BILLIARDS,2807 GEARY Blvd,San Francisco,CA,94118,37.782103,-122.449132,"{'type': 'Point', 'coordinates': [-122.449132, 37.782103]}",,3392_20180824,2018-08-24T00:00:00.000,85,Routine - Unscheduled,3392_20180824_103109,Unclean or unsanitary food contact surfaces,High Risk,16,6,2,15,54,18
90272,"Eclectic Cookery, Inc",103 Horne Ave.,San Francisco,CA,94124,,,,,90272_20171128,2017-11-28T00:00:00.000,80,Routine - Unscheduled,90272_20171128_103150,Improper or defective plumbing,Low Risk,,,,,,
86168,I Cafe Chinatown,133 Waverly Pl,San Francisco,CA,94108,,,,,86168_20170731,2017-07-31T00:00:00.000,73,Routine - Unscheduled,86168_20170731_103102,Unclean hands or improper use of gloves,High Risk,,,,,,
73949,Castro Tarts Cafe and Bakery Inc.,564 Castro St,San Francisco,CA,94114,,,,+14155863268,73949_20170823,2017-08-23T00:00:00.000,82,Routine - Unscheduled,73949_20170823_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
2326,IRMA'S PAMPANGA RESTAURANT,2901 16th St,San Francisco,CA,94103,37.765123,-122.417919,"{'type': 'Point', 'coordinates': [-122.417919, 37.765123]}",+14155626688,2326_20170131,2017-01-31T00:00:00.000,86,Routine - Unscheduled,2326_20170131_103109,Unclean or unsanitary food contact surfaces,High Risk,19,4,7,8,28859,20
4957,Safeway Stores Inc #711,15 MARINA BL,San Francisco,CA,94123,37.805073,-122.433106,"{'type': 'Point', 'coordinates': [-122.433106, 37.805073]}",+14155564946,4957_20190510,2019-05-10T00:00:00.000,,Complaint,,,,17,9,1,13,57,13
74305,Luke's Local,1750 Cesar Chavez St Unit E,San Francisco,CA,94124,,,,,74305_20170522,2017-05-22T00:00:00.000,83,Routine - Unscheduled,74305_20170522_103105,Improper cooling methods,High Risk,,,,,,
69214,Dolce Amore,1477 Van Ness Ave,San Francisco,CA,94109,37.789259,-122.422277,"{'type': 'Point', 'coordinates': [-122.422277, 37.789259]}",,69214_20180126,2018-01-26T00:00:00.000,98,Routine - Unscheduled,69214_20180126_103142,Unclean nonfood contact surfaces,Low Risk,41,9,1,13,28858,39
88983,Fueling Station,2436 Polk St,San Francisco,CA,94109,,,,,88983_20161026,2016-10-26T00:00:00.000,,New Construction,,,,,,,,,
67067,Tupelo,1337 Grant Ave,San Francisco,CA,94133,37.799293,-122.407334,"{'type': 'Point', 'coordinates': [-122.407334, 37.799293]}",,67067_20180618,2018-06-18T00:00:00.000,90,Routine - Unscheduled,67067_20180618_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,23,1,10,3,308,23
10438,Piraat Pizza,696 Sutter St,San Francisco,CA,94102,37.788858,-122.411754,"{'type': 'Point', 'coordinates': [-122.411754, 37.788858]}",,10438_20170901,2017-09-01T00:00:00.000,92,Routine - Unscheduled,10438_20170901_103161,Low risk vermin infestation,Low Risk,21,1,10,5,28857,21
65724,Le Meridien SF Main Kitchen/Employee Cafeteria,333 Battery St Level A & B,San Francisco,CA,94111,37.799005,-122.399862,"{'type': 'Point', 'coordinates': [-122.399862, 37.799005]}",+14155292904,65724_20161108,2016-11-08T00:00:00.000,96,Routine - Unscheduled,65724_20161108_103127,Noncompliance with HAACP plan or variance,Moderate Risk,6,1,10,3,28860,8
86868,Duc Loi's Pantry,"5900 3rd St, C2001",San Francisco,CA,94124,,,,,86868_20170118,2017-01-18T00:00:00.000,90,Routine - Unscheduled,86868_20170118_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,,,,,,
79248,Ha Nam Ninh Restaurant,701 Larkin St,San Francisco,CA,94109,,,,,79248_20170919,2017-09-19T00:00:00.000,71,Routine - Unscheduled,79248_20170919_103142,Unclean nonfood contact surfaces,Low Risk,,,,,,
67982,Caffe Central,845 Market St,San Francisco,CA,94103,37.784848,-122.406892,"{'type': 'Point', 'coordinates': [-122.406892, 37.784848]}",,67982_20190116,2019-01-16T00:00:00.000,85,Routine - Unscheduled,67982_20190116_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,34,2,9,12,28853,34
87613,Tommy's Joynt,1101 Geary Blvd,San Francisco,CA,94109,,,,,87613_20170509,2017-05-09T00:00:00.000,,Complaint,,,,,,,,,
85051,Blue Bottle Coffee,1 Ferry Building  Kiosk #56,San Francisco,CA,94111,,,,,85051_20161227,2016-12-27T00:00:00.000,92,Routine - Unscheduled,85051_20161227_103157,Food safety certificate or food handler card not available,Low Risk,,,,,,
88100,Kagawa-ya Udon Noodle Company,"1455 Market St., Suite 3A",San Francisco,CA,94103,,,,+14155565823,88100_20170626,2017-06-26T00:00:00.000,94,Routine - Unscheduled,88100_20170626_103139,Improper food storage,Low Risk,,,,,,
59289,Golden Gate Dim Sum Seafood,1829 Clement St,San Francisco,CA,94121,37.782243,-122.479009,"{'type': 'Point', 'coordinates': [-122.479009, 37.782243]}",,59289_20170814,2017-08-14T00:00:00.000,,Non-inspection site visit,,,,26,6,2,11,55,29
3065,CHA-AM RESTAURANT,701 FOLSOM St,San Francisco,CA,94107,37.783738,-122.398918,"{'type': 'Point', 'coordinates': [-122.398918, 37.783738]}",+14155549710,3065_20190410,2019-04-10T00:00:00.000,87,Routine - Unscheduled,3065_20190410_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,34,2,9,6,28856,34
74922,Le Marais Bakery,2066 Chestnut St,San Francisco,CA,94123,,,,,74922_20180104,2018-01-04T00:00:00.000,,Reinspection/Followup,,,,,,,,,
2542,PETER D'S RESTAURANT,2201 Van Ness St,San Francisco,CA,94109,37.795993,-122.423585,"{'type': 'Point', 'coordinates': [-122.423585, 37.795993]}",+14155778505,2542_20171208,2017-12-08T00:00:00.000,65,Routine - Unscheduled,2542_20171208_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,27,9,1,13,28858,30
952,SHANGRILA VEGETARIAN REST,2026 IRVING St,San Francisco,CA,94122,37.763512,-122.47958,"{'type': 'Point', 'coordinates': [-122.47958, 37.763512]}",,952_20170913,2017-09-13T00:00:00.000,88,Routine - Unscheduled,952_20170913_103120,Moderate risk food holding temperature,Moderate Risk,35,8,3,1,56,35
6654,HIEP-THANH MARKET,724 LARKIN St,San Francisco,CA,94109,37.784598,-122.417757,"{'type': 'Point', 'coordinates': [-122.417757, 37.784598]}",,6654_20180207,2018-02-07T00:00:00.000,84,Routine - Unscheduled,6654_20180207_103154,Unclean or degraded floors walls or ceilings,Low Risk,36,9,9,7,28858,36
1081,ARINELL PIZZA,509 VALENCIA St,San Francisco,CA,94110,37.764744,-122.421803,"{'type': 'Point', 'coordinates': [-122.421803, 37.764744]}",+14155251303,1081_20180523,2018-05-23T00:00:00.000,94,Routine - Unscheduled,1081_20180523_103157,Food safety certificate or food handler card not available,Low Risk,19,4,7,8,28859,20
85697,Quickly,3251 20th Ave 160,San Francisco,CA,94132,,,,+14155818288,85697_20170622,2017-06-22T00:00:00.000,84,Routine - Unscheduled,85697_20170622_103144,Unapproved or unmaintained equipment or utensils,Low Risk,,,,,,
2168,Cafe Francisco,2161 Powell St,San Francisco,CA,94133,37.804519,-122.411754,"{'type': 'Point', 'coordinates': [-122.411754, 37.804519]}",,2168_20170810,2017-08-10T00:00:00.000,90,Routine - Unscheduled,2168_20170810_103141,Improper food labeling or menu misrepresentation,Low Risk,23,1,10,3,308,23
94175,Lucky Ocean Cafe,1501 Ocean Ave,San Francisco,CA,94112,,,,,94175_20190422,2019-04-22T00:00:00.000,86,Routine - Unscheduled,94175_20190422_103133,Foods not protected from contamination,Moderate Risk,,,,,,
86567,Poke Bar,1355 Market St,San Francisco,CA,94103,,,,+14153557708,86567_20180215,2018-02-15T00:00:00.000,,Reinspection/Followup,,,,,,,,,
2420,TAQUERIA SAN FRANCISCO,3230 24th St,San Francisco,CA,94110,37.752908,-122.408013,"{'type': 'Point', 'coordinates': [-122.408013, 37.752908]}",,2420_20170724,2017-07-24T00:00:00.000,94,Routine - Unscheduled,2420_20170724_103161,Low risk vermin infestation,Low Risk,19,4,7,2,28859,20
86071,The Castro Fountain,554 Castro St,San Francisco,CA,94114,,,,,86071_20170222,2017-02-22T00:00:00.000,,New Construction,,,,,,,,,
5915,ST. ANTHONY'S ELEMENTARY,299 Precita Ave,San Francisco,CA,94110,37.747249,-122.413607,"{'type': 'Point', 'coordinates': [-122.413607, 37.747249]}",,5915_20161014,2016-10-14T00:00:00.000,,Routine - Unscheduled,5915_20161014_103155,Unapproved  living quarters in food facility,Low Risk,2,7,7,2,28859,2
61915,La Loma Produce Nos. 3 & 9 Inc,5652 MISSION St,San Francisco,CA,94112,37.710685,-122.447907,"{'type': 'Point', 'coordinates': [-122.447907, 37.710685]}",+14155589254,61915_20190109,2019-01-09T00:00:00.000,83,Routine - Unscheduled,61915_20190109_103120,Moderate risk food holding temperature,Moderate Risk,25,7,6,9,28861,28
3038,TURK & LARKIN DELI,476 TURK St,San Francisco,CA,94102,37.782458,-122.416873,"{'type': 'Point', 'coordinates': [-122.416873, 37.782458]}",+14155776889,3038_20171023,2017-10-23T00:00:00.000,79,Routine - Unscheduled,3038_20171023_103131,Moderate risk vermin infestation,Moderate Risk,36,10,9,7,28852,36
25161,Westin St Francis - Main Kitchen,335 Powell St 2nd Floor,San Francisco,CA,94102,37.7877,-122.408345,"{'type': 'Point', 'coordinates': [-122.408345, 37.7877]}",,25161_20180501,2018-05-01T00:00:00.000,,Reinspection/Followup,,,,36,1,10,5,28852,36
69475,"La Corneta, Inc",2834 Diamond St,San Francisco,CA,94131,37.734012,-122.434072,"{'type': 'Point', 'coordinates': [-122.434072, 37.734012]}",+14155468757,69475_20180319,2018-03-19T00:00:00.000,96,Routine - Unscheduled,69475_20180319_103154,Unclean or degraded floors walls or ceilings,Low Risk,7,7,5,2,63,10
6916,GRAND 7 LIQUOR & DELI,1740A Cesar Chavez St,San Francisco,CA,94124,37.749949,-122.393975,"{'type': 'Point', 'coordinates': [-122.393975, 37.749949]}",,6916_20190322,2019-03-22T00:00:00.000,,Reinspection/Followup,,,,1,3,8,10,58,1
83648,7 Eleven Store #2366-39475B,3400 Mission,San Francisco,CA,94110,,,,,83648_20171218,2017-12-18T00:00:00.000,78,Routine - Unscheduled,83648_20171218_103142,Unclean nonfood contact surfaces,Low Risk,,,,,,
80598,Jade Chocolates,4207 Geary Blvd,San Francisco,CA,94118,,,,+14155938719,80598_20161209,2016-12-09T00:00:00.000,,Reinspection/Followup,,,,,,,,,
90672,Baron's Quality Meat & Seafood,1706 Church St,San Francisco,CA,94131,,,,+14150335926,90672_20170420,2017-04-20T00:00:00.000,,Reinspection/Followup,,,,,,,,,
69249,Bon Appetit @ Twitter,1355 Market St 9th Fl.,San Francisco,CA,94103,37.777168,-122.416702,"{'type': 'Point', 'coordinates': [-122.416702, 37.777168]}",,69249_20170503,2017-05-03T00:00:00.000,94,Routine - Unscheduled,69249_20170503_103150,Improper or defective plumbing,Low Risk,34,2,9,8,28853,34
36022,Wok In Chinese American Food,50 MENDELL St 6,San Francisco,CA,94124,37.743419,-122.383536,"{'type': 'Point', 'coordinates': [-122.383536, 37.743419]}",,36022_20190124,2019-01-24T00:00:00.000,,Reinspection/Followup,,,,1,3,8,10,58,1
33709,Phil'z Coffee,201 Berry St,San Francisco,CA,94107,37.775487,-122.393661,"{'type': 'Point', 'coordinates': [-122.393661, 37.775487]}",,33709_20161220,2016-12-20T00:00:00.000,98,Routine - Unscheduled,33709_20161220_103154,Unclean or degraded floors walls or ceilings,Low Risk,20,2,9,6,310,4
35591,The Monk's Kettle,3141 16TH St,San Francisco,CA,94103,37.764814,-122.422979,"{'type': 'Point', 'coordinates': [-122.422979, 37.764814]}",+14155869523,35591_20180829,2018-08-29T00:00:00.000,92,Routine - Unscheduled,35591_20180829_103131,Moderate risk vermin infestation,Moderate Risk,19,4,5,8,28859,20
83990,Counter Offer,806 S Van Ness Ave,San Francisco,CA,94110,,,,+14155821800,83990_20170825,2017-08-25T00:00:00.000,92,Routine - Unscheduled,83990_20170825_103154,Unclean or degraded floors walls or ceilings,Low Risk,,,,,,
34353,The Olympic Club Bar/Grill,524 Post St 1st Floor,San Francisco,CA,94102,37.787978,-122.410904,"{'type': 'Point', 'coordinates': [-122.410904, 37.787978]}",,34353_20170207,2017-02-07T00:00:00.000,92,Routine - Unscheduled,34353_20170207_103142,Unclean nonfood contact surfaces,Low Risk,21,1,10,5,28852,21
34505,Whole Foods Market,450 Rhode Island St,San Francisco,CA,94103,37.764139,-122.402545,"{'type': 'Point', 'coordinates': [-122.402545, 37.764139]}",,34505_20161122,2016-11-22T00:00:00.000,,Complaint,,,,29,3,8,8,28856,26
1232,Sunflower Cafe,284 O'Farrell St,San Francisco,CA,94102,37.786316,-122.409371,"{'type': 'Point', 'coordinates': [-122.409371, 37.786316]}",,1232_20170407,2017-04-07T00:00:00.000,80,Routine - Unscheduled,1232_20170407_103156,Permit license or inspection report not posted,Low Risk,36,10,10,5,28852,36
76401,Bun Mee,650 Market St,San Francisco,CA,94104,,,,,76401_20171228,2017-12-28T00:00:00.000,81,Routine - Unscheduled,76401_20171228_103103,High risk food holding temperature,High Risk,,,,,,
2050,"Hyde Street Seafood House & Raw Bar, Inc",1509 Hyde St,San Francisco,CA,94109,37.794753,-122.418184,"{'type': 'Point', 'coordinates': [-122.418184, 37.794753]}",,2050_20171207,2017-12-07T00:00:00.000,98,Routine - Unscheduled,2050_20171207_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,32,1,10,5,28858,32
88119,Tancca LLC,5015 Geary Blvd,San Francisco,CA,94118,,,,+14155512710,88119_20171013,2017-10-13T00:00:00.000,,New Ownership,,,,,,,,,
3335,The Bell,1900 Polk St,San Francisco,CA,94109,37.794298,-122.421387,"{'type': 'Point', 'coordinates': [-122.421387, 37.794298]}",,3335_20180228,2018-02-28T00:00:00.000,86,Routine - Unscheduled,3335_20180228_103142,Unclean nonfood contact surfaces,Low Risk,32,9,10,13,28858,32
67565,King of Thai Noodles Cafe,1541 TARAVAL St,San Francisco,CA,94116,37.742703,-122.482819,"{'type': 'Point', 'coordinates': [-122.482819, 37.742703]}",,67565_20180829,2018-08-29T00:00:00.000,88,Routine - Unscheduled,67565_20180829_103139,Improper food storage,Low Risk,35,8,3,1,29491,35
27680,Blue Sky Restaurant,1504 Powell St,San Francisco,CA,94133,37.798547,-122.410437,"{'type': 'Point', 'coordinates': [-122.410437, 37.798547]}",,27680_20170502,2017-05-02T00:00:00.000,84,Routine - Unscheduled,27680_20170502_103138,Improper storage use or identification of toxic substances,Low Risk,4,1,10,3,308,6
62573,"Guzman's Produce Market, Inc.",5229 MISSION St,San Francisco,CA,94112,37.71514,-122.441997,"{'type': 'Point', 'coordinates': [-122.441997, 37.71514]}",,62573_20190412,2019-04-12T00:00:00.000,86,Routine - Unscheduled,62573_20190412_103139,Improper food storage,Low Risk,5,7,6,9,28861,7
